label,region,R,G,B,A
12160,ctx_rh_S_occipital_ant,0.23828125,0.078125,0.703125,1
12161,ctx_rh_S_oc-temp_lat,0.86328125,0.546875,0.078125,1
12162,ctx_rh_S_oc-temp_med_and_Lingual,0.55078125,0.390625,0.859375,1
12163,ctx_rh_S_orbital_lateral,0.86328125,0.390625,0.078125,1
12164,ctx_rh_S_orbital_med-olfact,0.70703125,0.78125,0.078125,1
12165,ctx_rh_S_orbital-H_Shaped,0.39453125,0.078125,0.078125,1
12166,ctx_rh_S_parieto_occipital,0.39453125,0.390625,0.703125,1
12167,ctx_rh_S_pericallosal,0.70703125,0.859375,0.078125,1
12168,ctx_rh_S_postcentral,0.08203125,0.546875,0.78125,1
12169,ctx_rh_S_precentral-inf-part,0.08203125,0.078125,0.9375,1
12170,ctx_rh_S_precentral-sup-part,0.08203125,0.078125,0.78125,1
12171,ctx_rh_S_suborbital,0.08203125,0.078125,0.234375,1
12172,ctx_rh_S_subparietal,0.39453125,0.234375,0.234375,1
12173,ctx_rh_S_temporal_inf,0.08203125,0.703125,0.703125,1
12174,ctx_rh_S_temporal_sup,0.87109375,0.859375,0.234375,1
12175,ctx_rh_S_temporal_transverse,0.86328125,0.234375,0.234375,1
13100,wm_lh_Unknown,0.0,0.0,0.0,0
13101,wm_lh_G_and_S_frontomargin,0.08984375,0.859375,0.234375,1
13102,wm_lh_G_and_S_occipital_inf,0.08984375,0.234375,0.703125,1
13103,wm_lh_G_and_S_paracentral,0.24609375,0.390625,0.234375,1
13104,wm_lh_G_and_S_subcentral,0.24609375,0.078125,0.859375,1
13105,wm_lh_G_and_S_transv_frontopol,0.05078125,0.0,0.9765625,1
13106,wm_lh_G_and_S_cingul-Ant,0.1015625,0.234375,0.0,1
13107,wm_lh_G_and_S_cingul-Mid-Ant,0.1015625,0.234375,0.29296875,1
13108,wm_lh_G_and_S_cingul-Mid-Post,0.1015625,0.234375,0.5859375,1
13109,wm_lh_G_cingul-Post-dorsal,0.09765625,0.234375,0.9765625,1
13110,wm_lh_G_cingul-Post-ventral,0.234375,0.09765625,0.09765625,1
13111,wm_lh_G_cuneus,0.703125,0.078125,0.078125,1
13112,wm_lh_G_front_inf-Opercular,0.859375,0.078125,0.390625,1
13113,wm_lh_G_front_inf-Orbital,0.546875,0.234375,0.234375,1
13114,wm_lh_G_front_inf-Triangul,0.703125,0.859375,0.546875,1
13115,wm_lh_G_front_middle,0.546875,0.390625,0.703125,1
13116,wm_lh_G_front_sup,0.703125,0.078125,0.546875,1
13117,wm_lh_G_Ins_lg_and_S_cent_ins,0.08984375,0.0390625,0.0390625,1
13118,wm_lh_G_insular_short,0.87890625,0.546875,0.546875,1
13119,wm_lh_G_occipital_middle,0.703125,0.234375,0.703125,1
13120,wm_lh_G_occipital_sup,0.078125,0.859375,0.234375,1
13121,wm_lh_G_oc-temp_lat-fusifor,0.234375,0.078125,0.546875,1
13122,wm_lh_G_oc-temp_med-Lingual,0.859375,0.703125,0.546875,1
13123,wm_lh_G_oc-temp_med-Parahip,0.25390625,0.390625,0.078125,1
13124,wm_lh_G_orbital,0.859375,0.234375,0.078125,1
13125,wm_lh_G_pariet_inf-Angular,0.078125,0.234375,0.859375,1
13126,wm_lh_G_pariet_inf-Supramar,0.390625,0.390625,0.234375,1
13127,wm_lh_G_parietal_sup,0.859375,0.703125,0.859375,1
13128,wm_lh_G_postcentral,0.078125,0.703125,0.546875,1
13129,wm_lh_G_precentral,0.234375,0.546875,0.703125,1
13130,wm_lh_G_precuneus,0.09765625,0.078125,0.546875,1
13131,wm_lh_G_rectus,0.078125,0.234375,0.390625,1
13132,wm_lh_G_subcallosal,0.234375,0.859375,0.078125,1
13133,wm_lh_G_temp_sup-G_T_transv,0.234375,0.234375,0.859375,1
13134,wm_lh_G_temp_sup-Lateral,0.859375,0.234375,0.859375,1
13135,wm_lh_G_temp_sup-Plan_polar,0.25390625,0.859375,0.234375,1
13136,wm_lh_G_temp_sup-Plan_tempo,0.09765625,0.546875,0.078125,1
13137,wm_lh_G_temporal_inf,0.859375,0.859375,0.390625,1
13138,wm_lh_G_temporal_middle,0.703125,0.234375,0.234375,1
13139,wm_lh_Lat_Fis-ant-Horizont,0.23828125,0.078125,0.859375,1
13140,wm_lh_Lat_Fis-ant-Vertical,0.23828125,0.078125,0.234375,1
13141,wm_lh_Lat_Fis-post,0.23828125,0.234375,0.390625,1
13142,wm_lh_Medial_wall,0.09765625,0.09765625,0.09765625,1
13143,wm_lh_Pole_occipital,0.546875,0.078125,0.234375,1
13144,wm_lh_Pole_temporal,0.859375,0.703125,0.078125,1
13145,wm_lh_S_calcarine,0.24609375,0.703125,0.703125,1
13146,wm_lh_S_central,0.86328125,0.078125,0.0390625,1
13147,wm_lh_S_cingul-Marginalis,0.86328125,0.078125,0.390625,1
13148,wm_lh_S_circular_insula_ant,0.86328125,0.234375,0.546875,1
13149,wm_lh_S_circular_insula_inf,0.86328125,0.078125,0.859375,1
13150,wm_lh_S_circular_insula_sup,0.23828125,0.859375,0.859375,1
13151,wm_lh_S_collat_transv_ant,0.390625,0.78125,0.78125,1
13152,wm_lh_S_collat_transv_post,0.0390625,0.78125,0.78125,1
13153,wm_lh_S_front_inf,0.86328125,0.859375,0.078125,1
13154,wm_lh_S_front_middle,0.55078125,0.078125,0.390625,1
13155,wm_lh_S_front_sup,0.23828125,0.859375,0.390625,1
13156,wm_lh_S_interm_prim-Jensen,0.55078125,0.234375,0.078125,1
13157,wm_lh_S_intrapariet_and_P_trans,0.55859375,0.078125,0.859375,1
13158,wm_lh_S_oc_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
13159,wm_lh_S_oc_sup_and_transversal,0.08203125,0.078125,0.546875,1
13160,wm_lh_S_occipital_ant,0.23828125,0.078125,0.703125,1
13161,wm_lh_S_oc-temp_lat,0.86328125,0.546875,0.078125,1
13162,wm_lh_S_oc-temp_med_and_Lingual,0.55078125,0.390625,0.859375,1
13163,wm_lh_S_orbital_lateral,0.86328125,0.390625,0.078125,1
13164,wm_lh_S_orbital_med-olfact,0.70703125,0.78125,0.078125,1
13165,wm_lh_S_orbital-H_Shaped,0.39453125,0.078125,0.078125,1
13166,wm_lh_S_parieto_occipital,0.39453125,0.390625,0.703125,1
13167,wm_lh_S_pericallosal,0.70703125,0.859375,0.078125,1
13168,wm_lh_S_postcentral,0.08203125,0.546875,0.78125,1
13169,wm_lh_S_precentral-inf-part,0.08203125,0.078125,0.9375,1
13170,wm_lh_S_precentral-sup-part,0.08203125,0.078125,0.78125,1
13171,wm_lh_S_suborbital,0.08203125,0.078125,0.234375,1
13172,wm_lh_S_subparietal,0.39453125,0.234375,0.234375,1
13173,wm_lh_S_temporal_inf,0.08203125,0.703125,0.703125,1
13174,wm_lh_S_temporal_sup,0.87109375,0.859375,0.234375,1
13175,wm_lh_S_temporal_transverse,0.86328125,0.234375,0.234375,1
14100,wm_rh_Unknown,0.0,0.0,0.0,0
14101,wm_rh_G_and_S_frontomargin,0.08984375,0.859375,0.234375,1
14102,wm_rh_G_and_S_occipital_inf,0.08984375,0.234375,0.703125,1
14103,wm_rh_G_and_S_paracentral,0.24609375,0.390625,0.234375,1
14104,wm_rh_G_and_S_subcentral,0.24609375,0.078125,0.859375,1
14105,wm_rh_G_and_S_transv_frontopol,0.05078125,0.0,0.9765625,1
14106,wm_rh_G_and_S_cingul-Ant,0.1015625,0.234375,0.0,1
14107,wm_rh_G_and_S_cingul-Mid-Ant,0.1015625,0.234375,0.29296875,1
14108,wm_rh_G_and_S_cingul-Mid-Post,0.1015625,0.234375,0.5859375,1
14109,wm_rh_G_cingul-Post-dorsal,0.09765625,0.234375,0.9765625,1
14110,wm_rh_G_cingul-Post-ventral,0.234375,0.09765625,0.09765625,1
14111,wm_rh_G_cuneus,0.703125,0.078125,0.078125,1
14112,wm_rh_G_front_inf-Opercular,0.859375,0.078125,0.390625,1
14113,wm_rh_G_front_inf-Orbital,0.546875,0.234375,0.234375,1
14114,wm_rh_G_front_inf-Triangul,0.703125,0.859375,0.546875,1
14115,wm_rh_G_front_middle,0.546875,0.390625,0.703125,1
14116,wm_rh_G_front_sup,0.703125,0.078125,0.546875,1
14117,wm_rh_G_Ins_lg_and_S_cent_ins,0.08984375,0.0390625,0.0390625,1
14118,wm_rh_G_insular_short,0.87890625,0.546875,0.546875,1
14119,wm_rh_G_occipital_middle,0.703125,0.234375,0.703125,1
14120,wm_rh_G_occipital_sup,0.078125,0.859375,0.234375,1
14121,wm_rh_G_oc-temp_lat-fusifor,0.234375,0.078125,0.546875,1
14122,wm_rh_G_oc-temp_med-Lingual,0.859375,0.703125,0.546875,1
14123,wm_rh_G_oc-temp_med-Parahip,0.25390625,0.390625,0.078125,1
14124,wm_rh_G_orbital,0.859375,0.234375,0.078125,1
14125,wm_rh_G_pariet_inf-Angular,0.078125,0.234375,0.859375,1
14126,wm_rh_G_pariet_inf-Supramar,0.390625,0.390625,0.234375,1
14127,wm_rh_G_parietal_sup,0.859375,0.703125,0.859375,1
14128,wm_rh_G_postcentral,0.078125,0.703125,0.546875,1
14129,wm_rh_G_precentral,0.234375,0.546875,0.703125,1
14130,wm_rh_G_precuneus,0.09765625,0.078125,0.546875,1
14131,wm_rh_G_rectus,0.078125,0.234375,0.390625,1
14132,wm_rh_G_subcallosal,0.234375,0.859375,0.078125,1
14133,wm_rh_G_temp_sup-G_T_transv,0.234375,0.234375,0.859375,1
14134,wm_rh_G_temp_sup-Lateral,0.859375,0.234375,0.859375,1
14135,wm_rh_G_temp_sup-Plan_polar,0.25390625,0.859375,0.234375,1
14136,wm_rh_G_temp_sup-Plan_tempo,0.09765625,0.546875,0.078125,1
14137,wm_rh_G_temporal_inf,0.859375,0.859375,0.390625,1
14138,wm_rh_G_temporal_middle,0.703125,0.234375,0.234375,1
14139,wm_rh_Lat_Fis-ant-Horizont,0.23828125,0.078125,0.859375,1
14140,wm_rh_Lat_Fis-ant-Vertical,0.23828125,0.078125,0.234375,1
14141,wm_rh_Lat_Fis-post,0.23828125,0.234375,0.390625,1
14142,wm_rh_Medial_wall,0.09765625,0.09765625,0.09765625,1
14143,wm_rh_Pole_occipital,0.546875,0.078125,0.234375,1
14144,wm_rh_Pole_temporal,0.859375,0.703125,0.078125,1
14145,wm_rh_S_calcarine,0.24609375,0.703125,0.703125,1
14146,wm_rh_S_central,0.86328125,0.078125,0.0390625,1
14147,wm_rh_S_cingul-Marginalis,0.86328125,0.078125,0.390625,1
14148,wm_rh_S_circular_insula_ant,0.86328125,0.234375,0.546875,1
14149,wm_rh_S_circular_insula_inf,0.86328125,0.078125,0.859375,1
14150,wm_rh_S_circular_insula_sup,0.23828125,0.859375,0.859375,1
14151,wm_rh_S_collat_transv_ant,0.390625,0.78125,0.78125,1
14152,wm_rh_S_collat_transv_post,0.0390625,0.78125,0.78125,1
14153,wm_rh_S_front_inf,0.86328125,0.859375,0.078125,1
14154,wm_rh_S_front_middle,0.55078125,0.078125,0.390625,1
14155,wm_rh_S_front_sup,0.23828125,0.859375,0.390625,1
14156,wm_rh_S_interm_prim-Jensen,0.55078125,0.234375,0.078125,1
14157,wm_rh_S_intrapariet_and_P_trans,0.55859375,0.078125,0.859375,1
14158,wm_rh_S_oc_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
14159,wm_rh_S_oc_sup_and_transversal,0.08203125,0.078125,0.546875,1
14160,wm_rh_S_occipital_ant,0.23828125,0.078125,0.703125,1
14161,wm_rh_S_oc-temp_lat,0.86328125,0.546875,0.078125,1
14162,wm_rh_S_oc-temp_med_and_Lingual,0.55078125,0.390625,0.859375,1
14163,wm_rh_S_orbital_lateral,0.86328125,0.390625,0.078125,1
14164,wm_rh_S_orbital_med-olfact,0.70703125,0.78125,0.078125,1
14165,wm_rh_S_orbital-H_Shaped,0.39453125,0.078125,0.078125,1
14166,wm_rh_S_parieto_occipital,0.39453125,0.390625,0.703125,1
14167,wm_rh_S_pericallosal,0.70703125,0.859375,0.078125,1
14168,wm_rh_S_postcentral,0.08203125,0.546875,0.78125,1
14169,wm_rh_S_precentral-inf-part,0.08203125,0.078125,0.9375,1
14170,wm_rh_S_precentral-sup-part,0.08203125,0.078125,0.78125,1
14171,wm_rh_S_suborbital,0.08203125,0.078125,0.234375,1
14172,wm_rh_S_subparietal,0.39453125,0.234375,0.234375,1
14173,wm_rh_S_temporal_inf,0.08203125,0.703125,0.703125,1
14174,wm_rh_S_temporal_sup,0.87109375,0.859375,0.234375,1
14175,wm_rh_S_temporal_transverse,0.86328125,0.234375,0.234375,1
